Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23
47.151,13.089,12.615,14.957,11.295,21.921,24.871,17.286,29.253,17.500,25.932,27.975,16.023,9.681,8.068,10.823,6.452,5.514,8.692,9.595,8.240,5.843,7.824
45.093,13.645,13.481,15.529,9.848,22.616,21.914,16.914,25.152,16.208,24.136,28.562,13.000,9.069,6.500,9.605,6.019,5.682,8.125,9.286,9.844,6.245,8.647
47.907,12.347,14.856,14.014,11.580,19.755,24.386,13.800,29.329,16.469,27.068,30.138,12.205,10.375,9.614,10.427,5.462,6.824,11.769,6.940,9.219,5.402,10.007
49.279,12.984,16.750,17.914,12.009,21.000,23.314,15.029,26.443,17.177,26.409,29.200,13.545,9.403,10.114,11.565,7.212,6.007,9.721,7.607,8.469,6.569,7.110
49.279,13.274,15.885,17.114,9.366,20.907,20.864,15.286,25.937,17.948,25.500,28.938,14.091,11.056,8.068,12.815,5.788,5.764,8.740,7.274,8.292,5.627,7.956
47.012,14.089,13.740,14.200,12.304,20.722,21.564,16.014,27.532,16.896,32.977,31.000,14.864,9.486,5.955,13.444,5.183,5.919,9.442,6.452,8.188,5.804,8.066
44.419,12.226,13.567,16.886,9.589,20.093,22.643,14.314,25.380,19.229,29.659,29.263,13.955,10.639,5.455,10.960,4.654,6.128,9.635,5.643,8.010,6.010,6.934
42.349,12.516,14.308,15.743,11.509,20.609,22.764,17.714,29.165,15.062,30.045,32.438,15.091,10.431,6.227,12.645,6.096,4.831,8.163,8.536,9.583,7.520,7.088
43.023,12.677,14.885,15.657,11.143,20.695,20.629,16.657,26.608,17.375,28.636,31.112,17.795,10.292,7.818,14.419,5.346,5.764,11.394,6.964,10.042,6.745,5.507
42.884,11.169,15.154,16.400,11.464,19.609,21.643,18.371,29.367,19.927,26.795,33.125,13.818,12.264,7.932,12.492,6.779,4.304,10.173,7.202,8.198,6.824,6.904
44.047,11.194,14.087,15.029,10.571,19.132,21.221,14.571,24.127,15.292,24.250,32.662,16.773,12.083,6.614,13.202,6.683,6.000,9.740,8.060,7.938,5.833,8.015
45.314,11.871,14.452,16.543,11.679,19.331,23.157,16.743,29.506,17.135,25.932,34.987,13.250,12.278,7.727,12.371,6.365,5.345,9.606,9.012,8.083,6.961,9.412
43.337,12.726,11.856,14.671,10.205,17.775,24.136,19.257,24.051,15.188,26.386,30.975,17.159,10.903,7.455,14.435,7.115,6.176,10.000,8.405,9.083,7.784,7.757
43.686,11.565,15.298,16.143,10.884,19.172,23.679,17.414,25.076,14.094,24.295,33.612,16.136,10.319,6.591,13.218,6.740,5.426,10.356,8.000,6.906,5.373,6.809
44.058,13.161,15.337,15.257,10.321,17.497,24.250,17.486,26.013,14.427,25.568,31.900,13.182,11.375,7.000,16.145,5.683,5.473,9.413,7.810,9.062,7.343,8.110
47.047,13.113,14.096,16.471,12.286,20.298,21.821,15.386,27.633,15.250,23.455,34.925,13.568,10.236,7.977,15.879,6.375,4.959,10.077,8.560,7.979,5.706,8.250
48.279,13.444,13.019,14.386,11.857,21.358,23.114,14.557,26.190,15.417,28.273,33.662,13.977,11.056,7.159,15.847,6.558,4.561,9.202,11.464,10.396,8.245,7.493
50.302,14.516,16.173,16.300,10.902,20.291,23.179,18.029,25.329,17.104,26.182,34.088,14.386,9.042,6.205,16.839,7.163,4.703,10.817,11.405,7.781,5.578,9.044
47.593,14.847,13.808,16.557,10.312,19.523,23.071,13.871,26.430,15.510,25.000,33.525,16.841,12.222,6.227,16.637,7.529,4.541,10.538,8.571,8.208,6.137,7.140
47.081,14.411,15.260,15.029,11.054,19.013,22.243,16.914,24.759,15.302,24.409,30.788,15.386,10.889,6.432,19.395,7.365,4.378,9.471,10.976,9.260,6.333,7.824
50.256,14.339,14.885,14.200,10.473,19.556,24.021,12.514,24.848,15.615,24.045,32.162,13.182,10.472,7.545,17.137,6.721,4.845,10.865,11.369,9.156,6.235,8.066
50.512,13.855,16.529,15.286,11.321,19.331,25.136,14.043,25.367,15.573,27.477,31.025,16.500,10.958,7.500,17.839,6.240,5.034,10.279,10.095,9.083,5.725,9.662
47.581,14.363,15.529,16.729,12.821,19.126,24.421,15.614,25.354,15.271,26.614,30.475,16.455,9.944,6.705,17.863,6.692,4.568,10.173,11.905,9.094,6.559,8.397
49.814,15.339,14.923,16.543,12.232,18.099,25.143,15.614,24.785,13.688,28.409,29.850,12.545,9.361,7.182,17.468,5.558,4.486,8.173,13.179,10.135,6.569,9.015
52.988,15.573,13.144,13.071,12.009,18.020,25.971,15.643,23.025,13.771,27.250,31.275,15.841,9.986,7.750,18.766,8.423,4.095,10.106,9.524,9.240,5.627,8.618
55.070,18.323,16.221,15.457,11.473,17.464,24.671,14.729,19.608,13.208,24.682,28.725,12.636,12.667,7.250,17.863,7.971,5.034,9.481,11.929,7.969,6.755,8.140
52.035,17.677,16.163,15.786,9.527,16.709,25.293,14.786,19.101,14.240,32.659,30.388,12.000,11.389,7.114,16.565,7.779,4.642,8.433,11.988,8.406,5.059,8.801
47.465,18.097,15.087,14.643,10.420,16.417,25.400,18.414,18.620,14.021,30.341,27.362,15.500,10.250,8.318,17.742,7.692,5.176,9.481,10.929,9.635,5.775,8.066
52.698,16.944,13.817,16.086,10.536,14.709,24.036,14.057,19.038,12.906,27.932,32.388,15.705,9.236,5.955,19.524,7.769,5.257,10.000,9.095,8.406,6.373,6.728
51.535,16.790,14.019,15.700,9.634,15.073,23.557,14.557,22.696,13.906,30.500,29.862,14.136,9.875,7.705,18.508,8.952,4.541,8.558,9.964,7.562,6.853,7.500
48.581,16.403,14.615,14.500,11.071,15.616,22.229,15.414,18.430,14.260,30.273,29.925,12.955,11.319,6.636,19.403,8.433,3.703,9.990,10.464,7.823,4.892,6.331
52.453,16.597,15.260,14.186,9.946,15.503,23.986,15.671,22.519,14.562,27.568,30.550,13.909,10.944,6.591,20.565,7.683,5.088,9.837,10.345,9.062,6.804,7.353
49.802,15.790,14.519,15.500,13.098,16.079,22.171,13.886,23.139,16.885,28.409,26.100,13.136,11.153,5.841,16.887,9.260,5.568,10.269,10.643,8.729,6.441,6.963
49.186,14.935,15.567,14.129,11.714,14.444,21.843,14.986,23.456,17.615,28.455,27.425,12.773,12.347,7.341,20.097,7.971,5.196,9.048,10.405,8.583,5.451,7.324
43.488,15.476,16.548,16.343,10.259,17.536,24.114,14.514,24.949,17.354,28.750,31.688,12.409,13.292,5.932,19.145,8.923,5.351,10.490,11.214,8.698,6.235,6.544
46.547,14.218,15.279,15.014,10.562,15.483,22.800,13.957,28.747,18.844,27.841,28.950,15.455,10.722,7.250,19.637,8.683,6.115,10.212,12.274,7.073,4.863,6.206
45.837,15.008,16.365,18.371,12.188,16.536,24.186,16.143,27.316,20.615,29.091,28.788,16.205,11.389,6.318,17.242,8.548,6.338,10.212,14.310,8.135,7.461,9.287
45.593,14.710,15.567,15.586,10.000,12.424,21.736,15.157,28.405,18.500,29.023,27.862,16.318,11.569,7.159,18.290,8.567,6.169,10.500,11.560,8.719,6.363,7.265
48.977,13.879,16.404,17.957,10.893,14.060,23.350,13.543,29.671,17.250,24.023,27.312,15.227,11.931,7.250,18.331,9.750,6.399,11.029,11.000,8.542,7.451,6.721
46.372,13.871,14.548,14.986,12.357,14.139,23.343,12.614,30.177,17.729,26.386,30.225,15.091,13.278,5.636,17.371,8.808,6.716,10.846,10.643,8.156,5.971,6.485
43.965,11.919,16.298,14.400,11.304,14.139,24.300,13.943,27.519,17.469,22.500,30.612,15.023,9.056,7.409,18.387,7.894,6.169,12.692,9.214,9.479,4.225,6.934
36.593,11.073,17.019,17.100,11.464,13.536,23.721,12.186,26.430,18.302,25.795,29.125,15.182,11.764,5.977,18.073,6.971,6.372,10.510,11.238,8.823,7.539,7.971
42.523,13.137,13.894,16.571,11.250,15.278,24.571,12.400,29.468,17.583,22.273,30.062,15.500,11.056,5.136,18.387,7.577,7.047,10.346,9.583,8.760,5.304,6.882
40.558,11.702,15.144,14.371,11.964,14.258,24.543,15.286,24.810,16.531,26.227,27.763,16.000,10.194,6.727,18.427,7.202,7.149,10.606,10.512,9.115,6.500,6.199
38.407,12.315,14.846,14.157,11.384,12.781,24.236,10.557,28.468,14.948,23.023,29.487,14.364,10.319,6.023,19.347,7.327,6.074,12.106,10.583,9.594,7.794,6.794
41.337,11.944,15.481,16.043,11.152,12.305,25.636,13.514,22.797,12.917,22.705,26.000,14.227,11.056,8.932,19.581,6.125,7.514,10.096,10.012,9.010,6.324,6.787
45.140,15.605,15.433,15.914,10.295,12.444,26.057,14.600,24.987,15.646,30.295,25.312,14.523,11.847,6.205,18.419,6.462,8.223,11.144,8.679,10.281,5.333,7.566
46.744,12.960,14.221,16.243,11.098,12.430,22.871,16.814,25.000,15.052,25.795,28.500,13.614,10.431,6.955,17.258,6.250,7.595,10.125,8.607,9.323,5.598,7.735
43.000,12.419,17.231,15.686,10.545,15.159,25.129,15.071,24.329,15.490,26.068,29.362,9.932,10.500,6.250,16.677,7.606,7.074,9.606,12.845,9.094,6.549,6.676
46.779,12.145,14.327,15.057,10.455,11.841,27.321,15.871,24.342,13.698,28.977,30.850,13.114,11.528,5.727,18.081,6.375,8.351,10.462,11.762,9.792,7.127,6.699
43.314,11.258,13.654,17.229,10.884,12.848,23.429,14.243,25.456,15.500,28.523,28.362,12.909,10.764,6.591,22.177,6.885,7.500,10.106,11.917,10.438,6.069,6.934
47.302,13.718,15.183,14.300,11.366,11.576,26.207,15.729,26.228,15.250,27.023,29.163,13.295,11.542,6.591,17.403,8.337,8.142,11.279,11.143,8.552,6.039,6.860
44.523,11.282,16.663,15.171,11.393,12.728,23.150,11.800,27.000,16.094,27.205,30.125,11.705,11.708,7.955,19.355,7.058,7.507,7.894,11.631,8.740,7.176,6.331
43.023,11.016,16.317,15.743,11.491,12.093,25.393,15.800,27.861,17.948,24.682,29.000,14.182,11.264,6.614,17.798,6.327,7.905,8.212,12.274,8.583,5.539,6.118
42.791,12.008,14.808,16.414,10.054,10.987,24.207,18.129,28.025,18.115,26.455,31.112,11.727,11.722,5.205,18.048,5.587,8.318,7.625,8.881,9.677,4.598,6.404
42.174,12.815,14.038,17.714,12.277,11.093,26.336,15.543,30.203,16.125,24.523,26.325,14.023,12.458,6.795,18.573,7.519,9.162,8.356,10.643,8.990,4.716,5.713
40.500,11.000,13.096,17.143,10.366,10.325,26.929,15.886,25.165,17.125,27.205,27.612,13.136,12.625,7.682,16.008,5.433,8.777,7.154,11.440,9.698,5.971,7.059
46.709,12.685,15.163,16.271,9.804,12.238,24.836,17.214,27.038,17.708,25.386,32.325,15.045,12.208,6.091,18.766,5.769,8.689,8.125,11.726,9.823,7.078,6.272
48.930,11.516,15.490,15.686,9.821,11.715,26.350,15.171,30.759,18.250,24.455,28.650,14.955,13.111,4.295,18.427,6.894,8.250,9.365,11.274,10.719,6.931,7.463
48.128,13.911,12.471,16.214,10.830,11.397,23.221,12.986,28.342,16.427,28.432,26.987,12.977,10.250,5.955,20.758,6.029,9.777,10.135,10.369,10.146,6.559,7.132
48.000,13.129,16.173,17.371,11.098,13.550,26.943,15.457,28.506,18.344,29.545,29.300,11.955,12.958,5.523,21.145,6.904,7.615,8.375,11.036,8.781,6.382,7.809
51.895,13.927,15.404,17.529,11.071,13.139,24.179,16.214,27.354,16.812,27.114,29.263,13.705,10.806,6.114,20.621,7.240,9.743,8.298,8.988,11.188,6.343,6.390
52.791,12.685,16.394,17.086,10.330,14.119,26.521,17.343,29.139,17.677,31.227,29.562,12.477,11.958,6.318,20.177,6.125,8.284,7.538,9.679,10.438,5.882,8.750
50.337,14.806,16.135,17.314,11.179,15.411,26.943,16.786,27.924,16.229,31.727,28.237,13.705,11.847,7.318,18.806,6.750,9.946,8.423,11.214,9.802,4.549,8.684
42.651,11.911,14.327,15.829,11.098,13.722,26.271,15.500,26.835,15.167,28.136,25.538,11.659,14.847,7.636,19.782,6.673,8.514,9.067,9.607,8.115,5.667,8.757
48.267,11.556,17.529,15.457,11.402,14.311,27.471,15.986,26.646,16.885,28.705,24.725,14.523,9.681,8.091,20.411,6.010,9.676,10.596,12.714,10.469,5.892,7.801
47.709,12.081,16.817,15.586,11.920,15.132,26.450,17.686,28.241,15.458,34.750,27.250,14.955,12.458,7.614,18.419,7.231,10.635,8.356,10.048,10.844,6.225,7.162
47.314,13.589,16.529,16.471,10.116,15.795,27.371,16.314,26.886,16.312,26.955,26.987,13.841,12.083,7.523,17.879,6.279,8.284,9.087,11.083,10.396,6.039,9.507
41.907,12.919,16.865,19.386,10.161,15.868,26.193,16.857,25.772,15.969,30.273,25.962,14.750,11.806,6.545,17.919,6.587,8.966,8.635,10.036,8.292,4.794,8.118
45.535,11.855,15.087,14.057,11.438,15.358,26.600,14.929,25.228,14.750,29.114,27.188,17.091,13.625,5.955,20.202,6.519,10.027,7.856,10.083,9.823,5.088,7.618
42.779,11.992,16.846,16.629,10.089,17.053,26.543,15.186,25.152,14.167,24.932,28.862,13.114,12.917,6.841,18.024,6.635,9.696,8.356,13.298,9.208,6.814,8.779
47.302,12.565,17.933,16.271,11.259,17.808,27.379,16.086,22.646,15.146,26.932,25.913,12.364,14.069,6.545,18.210,6.673,9.980,8.221,10.881,10.708,6.049,9.176
50.523,12.750,16.740,16.743,10.857,18.623,28.093,16.214,22.253,15.167,26.477,27.712,14.727,11.806,7.341,19.129,5.173,9.993,8.346,10.702,9.396,5.961,9.463
50.663,13.613,17.385,15.471,11.607,16.788,26.714,16.529,23.759,15.458,27.614,25.612,12.227,10.194,6.227,18.952,6.125,10.074,7.942,12.060,8.510,7.167,8.029
50.628,12.016,15.875,17.214,10.259,18.629,26.207,15.586,23.405,15.042,32.500,27.375,12.523,12.653,7.159,18.968,6.644,8.588,7.019,12.274,9.771,7.147,8.346
51.651,12.129,14.615,16.614,11.527,18.821,28.386,15.257,23.949,14.312,28.250,27.850,15.818,11.458,9.818,19.452,7.481,8.568,10.298,9.821,9.260,5.824,8.199
59.884,12.782,16.923,15.700,10.339,19.629,27.164,15.757,24.506,15.073,29.295,27.000,16.500,12.764,7.091,17.863,6.019,8.959,10.279,11.893,7.771,4.912,8.728
57.419,14.137,16.135,19.343,12.250,16.066,27.279,14.843,24.392,15.344,25.295,28.900,14.523,9.819,7.568,17.863,6.481,8.541,10.115,11.214,9.906,5.961,9.728
60.988,16.032,14.885,16.957,12.812,20.815,26.957,14.057,25.519,14.708,27.795,28.400,13.250,14.014,8.886,16.419,7.058,11.020,8.769,12.452,10.083,8.127,9.375
65.314,15.653,16.375,17.543,10.848,17.841,25.814,14.843,28.380,16.021,29.932,29.538,15.568,13.208,7.682,17.685,7.615,10.649,8.327,11.131,10.260,6.137,9.279
64.965,16.621,17.183,18.057,11.196,19.205,27.286,17.229,25.380,13.865,30.455,28.712,16.432,13.417,8.250,16.887,6.337,9.784,9.096,12.500,10.281,5.951,9.007
67.453,15.234,16.019,17.629,11.312,21.940,23.979,17.386,26.722,16.104,27.795,28.663,19.636,11.569,8.614,16.105,6.337,8.297,8.817,12.048,9.125,6.559,8.838
67.570,15.419,17.183,16.186,11.759,19.808,25.664,16.257,24.165,15.375,32.432,26.938,15.318,13.958,9.500,18.685,7.673,9.946,7.990,10.333,9.490,5.333,8.382
66.523,16.855,18.779,15.943,11.893,20.099,24.136,17.771,23.278,16.844,31.114,31.513,14.364,11.278,9.591,17.452,6.288,9.054,7.567,11.190,9.854,5.961,9.331
64.570,16.339,17.135,15.986,10.089,20.715,25.293,17.786,25.785,15.146,28.591,33.013,14.227,12.944,10.568,17.548,5.654,8.541,8.067,13.714,10.240,5.147,9.618
67.826,15.597,16.471,17.543,9.571,21.815,25.893,14.929,24.734,17.146,34.909,30.312,15.227,13.278,6.636,16.677,7.500,8.007,8.308,12.440,9.594,6.343,9.801
74.453,15.621,16.663,15.214,11.429,17.126,25.293,13.929,26.734,17.802,32.386,33.138,12.886,12.222,9.205,15.710,7.981,8.250,7.788,13.036,11.427,5.324,8.801
69.907,16.105,15.346,19.243,11.384,20.113,25.229,14.329,28.506,17.073,33.864,32.438,13.795,11.528,7.045,15.798,6.817,7.527,9.779,12.202,9.917,6.500,10.647
73.360,17.734,18.163,15.600,12.938,19.305,25.950,16.600,28.127,17.031,30.114,30.300,16.364,10.903,10.705,15.613,7.183,8.932,8.750,11.750,10.021,4.755,10.265
72.326,15.831,18.106,15.743,9.643,19.530,22.086,16.343,25.848,17.885,27.545,31.562,13.727,12.972,10.159,15.831,7.019,8.905,8.913,11.548,9.625,5.794,10.029
70.721,18.331,20.154,17.357,10.643,18.503,26.686,15.043,30.633,17.792,32.295,30.837,14.000,12.361,8.318,13.839,6.990,8.169,8.894,11.143,9.833,6.696,10.110
73.756,16.895,20.058,15.629,9.089,21.874,24.171,16.029,28.937,17.312,31.591,29.862,17.500,12.611,8.523,15.927,8.635,8.223,9.048,9.464,10.375,5.520,9.676
70.360,17.911,20.317,16.371,9.402,18.940,23.979,17.386,29.886,17.458,32.500,29.100,13.682,12.319,7.273,15.597,7.481,8.257,9.058,9.690,9.021,5.696,8.243
72.791,16.452,21.933,14.686,10.152,18.596,26.150,15.357,26.785,17.656,29.636,29.125,16.636,12.639,9.841,14.371,6.885,6.682,9.452,9.095,10.260,6.000,10.257
74.884,18.669,21.635,16.429,10.973,21.411,26.657,17.014,26.899,17.646,34.409,33.463,18.000,10.097,7.432,14.605,7.769,8.966,9.048,10.452,9.927,6.333,10.118
74.512,24.250,19.087,16.714,10.348,24.225,27.100,18.714,28.253,16.281,37.136,27.450,18.341,10.458,9.886,13.702,7.154,8.074,9.644,11.476,8.865,4.490,9.919
74.581,18.113,16.981,14.086,11.518,20.457,25.364,17.200,28.190,19.958,33.636,29.237,17.409,13.361,12.091,14.702,7.933,8.169,9.135,10.488,9.354,5.775,10.125
78.000,19.508,20.096,14.957,10.330,20.570,24.571,18.586,24.722,16.417,37.409,27.237,18.000,11.708,9.909,14.484,8.125,8.142,9.490,9.440,9.458,6.078,8.654
77.360,18.798,19.337,14.400,10.366,20.252,23.357,17.800,27.190,15.385,27.955,28.913,15.932,10.722,8.000,14.960,8.683,8.277,10.558,11.226,9.812,5.912,8.500
82.430,19.871,16.856,15.614,10.786,20.848,25.671,16.171,26.975,18.375,36.977,27.013,15.750,12.903,10.614,14.339,7.029,8.939,10.500,11.417,10.062,5.951,9.309
76.919,21.500,17.913,13.929,10.054,19.914,23.457,18.271,23.911,17.323,30.250,24.600,19.091,13.069,10.250,14.315,6.654,9.581,11.462,13.131,8.354,5.833,8.294
73.523,19.798,16.952,14.129,12.902,18.119,22.979,18.786,23.241,17.677,28.886,29.850,14.500,11.431,10.295,14.258,5.567,8.405,10.529,10.560,9.406,5.353,8.434
73.919,19.548,16.750,15.600,10.330,20.609,22.543,21.843,23.342,16.427,34.523,28.975,19.114,12.417,9.659,16.113,7.558,8.250,10.058,12.798,9.385,5.598,9.199
79.581,20.306,19.413,15.771,9.741,19.483,21.171,20.700,24.835,19.302,30.636,27.612,17.545,12.306,11.864,14.516,8.019,8.230,9.981,12.881,8.323,6.324,8.228
72.233,18.823,17.904,13.257,10.491,20.709,21.586,22.886,24.810,18.042,27.295,27.675,19.773,11.542,9.182,14.371,7.788,8.432,10.135,10.917,7.615,5.078,6.081
72.523,21.161,17.875,15.943,11.482,21.881,23.943,19.843,23.025,19.188,33.591,27.925,19.750,10.611,10.091,14.653,6.615,8.230,10.260,13.857,8.677,5.647,8.412
75.488,20.185,21.635,15.400,10.696,20.967,23.714,18.157,24.797,17.229,27.250,30.275,20.091,14.250,10.864,16.048,7.788,7.831,12.231,12.357,9.979,6.441,8.471
78.605,22.581,20.096,14.486,9.384,21.146,22.143,20.314,23.291,15.948,30.818,29.875,21.841,13.319,12.364,15.710,6.327,8.176,11.577,12.048,10.010,5.559,7.015
76.698,23.790,21.865,16.229,12.286,23.232,22.114,22.200,22.722,17.010,28.500,27.525,21.023,13.458,13.568,16.266,6.712,9.169,10.962,11.738,9.688,5.794,7.346
80.407,23.185,21.010,19.614,11.920,20.987,23.300,19.443,21.519,17.083,29.250,29.250,19.273,12.111,13.068,16.363,7.490,8.622,10.154,11.488,8.573,5.343,8.147
82.558,21.234,20.615,15.786,10.688,22.046,22.464,20.771,22.557,16.135,31.932,28.788,24.318,12.903,14.318,13.879,6.654,10.736,10.346,10.060,9.438,6.853,7.801
78.477,21.508,22.827,15.500,12.473,23.715,21.757,17.886,20.013,16.875,29.341,30.513,24.864,13.653,12.750,13.387,7.327,10.061,12.048,9.810,9.573,5.676,7.419
72.698,23.298,24.231,16.671,11.500,21.921,23.307,16.657,20.506,14.667,27.727,27.888,22.477,13.278,12.091,13.605,6.721,10.095,10.356,10.929,10.740,4.931,7.897
76.372,23.476,21.096,16.771,10.545,21.702,22.671,18.571,18.633,14.115,26.182,32.013,21.477,11.542,15.136,15.798,6.606,10.493,12.115,9.988,9.771,6.118,9.691
74.698,24.258,18.106,16.743,11.018,21.868,22.814,20.114,18.608,13.229,25.045,29.525,22.955,10.903,11.659,14.597,6.827,11.243,10.231,10.250,9.635,6.500,9.037
69.512,21.169,21.183,17.471,11.777,23.662,23.864,22.043,17.595,13.708,30.614,30.138,20.114,10.236,14.636,14.879,6.692,11.034,9.615,11.679,8.969,6.255,8.265
67.651,21.500,21.827,17.043,11.589,23.132,21.193,20.457,19.342,14.240,27.750,31.850,25.227,12.153,12.386,17.411,6.471,11.453,8.644,11.917,8.708,6.206,7.853
65.977,22.032,23.846,17.157,9.732,24.205,25.793,18.829,16.772,15.885,26.205,31.675,23.318,11.694,15.727,16.355,7.019,11.791,8.740,10.488,9.302,5.490,6.912
73.372,23.871,21.721,14.986,11.312,23.623,21.900,19.371,19.304,16.281,27.909,32.725,25.045,11.944,12.386,17.782,10.202,11.338,11.135,10.310,8.698,6.108,7.360
70.128,23.185,24.827,16.043,11.795,23.894,23.721,19.671,17.266,12.844,27.727,31.375,28.864,12.181,14.000,16.968,6.875,12.311,10.654,9.048,9.677,5.775,8.868
66.663,22.468,23.894,14.857,11.223,23.106,25.257,19.514,17.063,13.781,27.977,33.675,24.545,14.278,10.773,15.831,7.250,11.588,10.288,12.440,9.073,6.588,6.794
70.965,22.202,25.221,17.100,10.402,21.086,22.757,21.271,17.696,15.802,28.159,29.775,22.159,13.833,12.477,17.847,7.885,12.622,9.202,11.155,9.656,6.539,8.147
65.988,22.637,22.394,17.000,11.705,23.583,22.300,19.557,19.101,16.979,28.409,28.362,23.841,14.750,14.273,18.581,6.798,12.108,10.702,11.095,9.562,6.343,7.824
69.523,22.177,26.808,16.586,10.795,23.550,22.864,22.114,18.025,16.656,24.864,33.188,23.864,13.083,13.750,18.589,7.654,11.081,9.173,10.845,9.146,6.490,7.500
70.070,21.169,24.933,17.243,12.134,23.298,24.014,20.714,19.456,15.552,24.568,31.950,24.773,12.083,13.591,21.129,7.702,11.419,9.952,9.821,10.896,6.412,8.654
71.651,23.492,26.404,16.943,11.911,24.742,25.443,20.614,19.557,16.198,29.841,32.938,24.818,13.333,13.886,19.435,7.942,11.216,11.683,13.000,11.146,6.941,9.875
67.930,22.202,26.462,16.143,13.018,26.735,21.836,21.429,22.861,17.771,27.705,32.112,26.523,12.556,13.091,19.395,7.971,11.601,10.519,13.274,10.083,5.863,8.684
70.814,23.823,32.721,15.529,11.179,27.907,24.714,16.529,21.101,15.385,31.136,28.850,26.227,15.903,14.364,19.161,8.135,11.020,10.981,11.702,10.500,6.108,8.324
66.791,23.363,30.240,17.057,11.402,26.457,22.364,17.771,22.557,17.490,27.182,31.600,26.523,10.444,12.273,18.766,7.135,11.804,12.462,11.500,10.521,7.441,8.331
66.105,20.258,30.798,17.400,12.125,25.589,22.193,18.457,23.519,16.802,32.000,31.737,22.500,14.083,9.273,17.702,7.596,10.554,10.779,13.071,12.135,6.000,8.809
66.581,22.210,29.731,18.586,12.938,26.404,23.707,19.057,25.671,14.990,29.955,30.650,26.659,16.417,11.864,19.984,7.837,12.338,12.077,12.774,9.344,5.500,8.713
67.744,20.645,27.577,16.743,12.830,27.000,22.793,22.071,23.076,15.938,27.500,28.837,21.273,12.236,9.636,20.331,6.788,11.905,12.452,12.119,10.396,5.843,8.875
67.535,21.331,24.279,18.114,13.580,28.000,24.836,20.586,21.797,16.365,31.886,32.275,25.727,13.389,12.841,19.863,7.404,11.176,10.750,14.548,10.406,6.549,8.066
65.372,21.258,28.798,16.543,12.696,24.987,23.686,17.857,21.494,16.667,28.705,28.513,25.727,13.194,10.614,22.855,6.615,12.378,11.644,13.762,9.865,6.696,8.824
68.209,20.540,27.337,18.214,11.500,25.205,24.393,19.457,22.696,17.625,29.114,30.775,23.818,13.750,12.273,21.815,7.471,10.216,11.740,14.583,10.812,5.696,9.140
66.209,19.758,25.240,14.786,11.080,28.437,22.493,20.500,20.316,17.469,25.932,27.425,26.614,14.167,12.295,19.823,7.519,10.986,11.817,12.012,10.677,7.245,9.375
66.360,18.597,27.567,14.886,11.723,26.205,22.614,20.057,22.266,18.156,29.705,28.112,33.568,14.083,12.955,20.887,6.385,10.878,10.567,12.786,9.208,6.461,8.574
64.291,20.145,29.010,17.914,14.071,25.205,24.650,20.843,21.101,20.219,29.455,30.462,27.932,14.389,14.295,21.266,6.490,10.041,10.385,13.952,10.292,6.490,9.375
67.930,19.452,27.163,16.500,12.580,26.536,24.414,23.129,21.722,16.115,28.841,27.800,27.273,14.000,10.500,21.556,8.202,9.574,10.212,15.179,10.615,6.206,9.221
67.581,19.669,28.346,16.514,11.661,27.748,23.529,20.786,21.671,17.646,26.091,28.263,28.409,13.167,8.909,22.468,7.885,10.953,10.010,10.964,8.990,5.667,9.309
65.000,19.629,31.462,16.386,11.473,25.026,23.636,20.714,21.253,13.771,27.500,27.812,30.000,12.333,9.932,22.484,6.933,9.520,10.923,13.512,10.812,4.725,8.757
67.465,18.927,26.952,15.457,11.946,27.914,25.921,20.429,23.278,15.323,25.932,30.050,32.250,15.236,9.841,22.508,6.837,10.223,11.260,12.940,9.896,5.941,8.265
66.709,19.823,28.952,16.571,12.161,30.172,27.264,21.400,22.962,15.604,29.273,30.163,32.795,15.458,10.750,22.581,7.894,10.155,10.981,12.536,10.198,6.441,9.059
66.581,22.847,32.885,17.700,12.643,31.675,27.193,18.657,24.886,18.552,33.273,26.337,35.614,14.889,11.841,19.032,7.183,11.426,10.875,12.976,9.958,5.931,11.213
61.488,17.911,33.788,15.286,12.411,26.556,26.550,18.829,22.886,15.552,29.000,25.938,36.955,12.833,11.864,18.694,6.615,10.189,10.683,13.167,9.333,6.020,10.360
60.663,17.105,29.452,15.086,11.607,27.609,23.979,25.429,19.873,17.240,35.091,29.913,35.955,13.097,9.568,19.758,6.769,9.993,11.356,13.083,9.760,6.363,8.529
62.791,15.847,29.221,16.371,11.062,27.980,26.129,24.829,20.734,14.438,32.795,27.900,36.614,14.153,11.591,20.839,8.077,9.392,12.000,15.095,10.385,6.088,9.265
59.826,21.984,32.663,15.729,16.143,28.536,23.786,19.771,22.038,16.323,35.136,29.675,42.409,14.486,12.750,22.718,8.115,8.946,11.375,14.119,9.042,6.441,7.654
